Idalumno,CodAsig,Asignatura,Carrera,Semestre,Convocatoria,Anho,Ciclo,Aprobado,AnhoFirma,1P,2P,Taller,Asistencia,Requisito,1R,2R,NF,1F,2F,3F,Materias cursadas
730,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,5,10,2,1,1,0,0,0,0,0,0,5
730,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,9,13,4,1,1,14,22,0,0,0,0,5
730,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,1,2018,14,14,7,1,1,0,0,2,2,0,0,7
731,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,4,12,5,1,1,0,0,0,0,0,0,5
731,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,1,2017,15,17,7,1,1,0,0,2,0,1,2,4
733,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,3,10,6,0,0,0,0,0,0,0,0,4
733,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,1,10,4,1,0,0,0,0,0,0,0,4
733,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,0,5,10,2,1,1,28,0,0,0,0,0,3
733,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,2018,11,19,5,1,1,0,0,1,0,1,1,3
733,13015,ESTATICA,CIV-PLS13 ,3,1,2019,1,0,2018,9,0,0,1,1,0,0,0,0,0,0,6
733,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,0,3,19,2,1,1,26,0,0,0,0,0,4
733,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,2020,9,0,2,1,1,0,0,1,0,1,0,3
733,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,3,13,0,1,0,0,0,0,0,0,0,5
733,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,14,20,2,1,1,0,40,3,0,0,3,4
736,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,0,0,7,8,6,1,1,0,0,0,0,0,0,5
736,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,0,13,5,7,1,1,0,14,0,0,0,0,4
736,13015,ESTATICA,MCT-PLS13 ,3,1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
736,13015,ESTATICA,MCT-PLS13 ,3,2,2018,2,0,2018,6,16,8,1,1,0,28,0,0,0,0,4
736,13015,ESTATICA,MCT-PLS13 ,3,1,2019,1,1,2018,16,18,0,1,1,31,0,4,0,4,0,6
737,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,11,12,3,1,1,5,8,0,0,0,0,2
737,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,10,30,9,1,1,0,0,4,4,0,0,3
738,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,0,2016,9,21,5,1,1,0,0,0,0,0,0,5
738,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,1,2016,17,23,0,1,1,0,0,2,2,0,0,5
739,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,16,24,5,1,1,0,0,2,2,0,0,6
740,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,18,20,7,1,1,0,0,3,3,0,0,5
744,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,1,2016,17,18,4,1,1,0,0,2,2,0,0,4
745,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,2017,11,20,7,1,1,0,0,0,0,0,0,4
745,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,0,2017,0,0,0,1,1,0,0,0,0,0,0,4
745,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,1,2018,11,14,7,1,1,40,0,4,0,4,0,4
746,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,7,2,4,1,0,0,0,0,0,0,0,5
746,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,10,16,3,1,1,8,24,0,0,0,0,5
746,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,1,2022,20,20,7,1,1,0,0,2,0,2,0,6
748,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,9,6,8,1,1,0,0,0,0,0,0,3
748,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,2018,15,8,7,1,1,30,0,0,0,0,0,2
748,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,1,2018,17,24,0,1,1,0,0,4,4,0,0,3
753,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
753,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,20,25,2,1,1,0,0,3,3,0,0,5
755,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,8
758,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,0,0,13,15,4,1,1,0,0,0,0,0,0,5
758,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,0,2017,13,22,5,1,1,0,0,1,0,1,1,3
758,13015,ESTATICA,IND-PLS13 ,3,1,2018,1,1,2017,16,0,0,1,1,32,0,2,0,2,0,5
761,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,0,9,17,6,1,1,10,24,0,0,0,0,5
761,13015,ESTATICA,MCT-PLS13 ,3,1,2018,1,1,2018,13,30,10,1,1,0,0,4,4,0,0,5
766,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,9,8,2,1,1,0,0,0,0,0,0,5
766,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,10,5,5,1,1,24,10,0,0,0,0,4
766,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,1,2018,12,26,6,1,1,0,0,2,2,0,0,5
767,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5
767,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,1,2021,16,26,5,1,1,0,0,3,3,0,0,5
768,13015,ESTATICA,MEC-PLS13 ,3,1,2016,2,1,2016,18,22,7,1,1,0,0,3,3,0,0,5
770,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,1,2016,13,29,7,1,1,0,0,3,0,1,3,4
771,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,10,15,4,1,1,0,0,0,0,0,0,4
771,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,10,13,7,1,1,0,14,0,0,0,0,4
771,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,12,21,8,1,1,0,0,2,2,0,0,5
774,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,0,2016,11,25,6,1,1,0,0,0,0,0,0,5
774,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,1,2016,11,24,0,1,1,0,0,3,3,0,0,4
777,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,1,2016,16,17,4,1,1,0,0,2,0,1,2,3
778,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,13,7,6,1,1,20,15,0,0,0,0,4
778,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,12,20,6,1,1,0,0,2,2,0,0,4
779,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,13,20,6,1,1,0,0,2,1,0,2,4
781,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,2,0,5,1,0,0,0,0,0,0,0,5
781,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,0,0,10,4,2,0,0,0,0,0,0,0,0,4
781,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,0,14,9,3,1,1,0,0,0,0,0,0,5
781,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,1,2019,17,17,4,1,1,0,0,4,1,4,0,4
783,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6
783,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7
783,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
786,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,13,22,8,1,1,0,0,2,1,2,0,6
787,13015,ESTATICA,MEC-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5
787,13015,ESTATICA,MEC-PLS13 ,3,1,2022,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4
788,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5
788,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,10,18,4,1,1,5,0,0,0,0,0,4
790,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,0,7,8,2,1,1,0,4,0,0,0,0,5
790,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,0,0,9,11,2,1,1,0,0,0,0,0,0,6
790,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,2018,15,15,6,1,1,0,30,1,1,0,0,6
790,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,1,2018,17,24,0,1,1,0,0,2,2,0,0,7
795,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,2018,8,12,3,1,1,40,0,1,0,1,0,2
795,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,1,2018,19,21,0,1,1,0,0,3,1,3,0,5
797,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,1,2017,13,8,6,1,1,37,0,2,0,1,2,5
803,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,7,14,2,1,1,26,16,0,0,0,0,5
803,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,2022,15,5,2,1,1,30,33,0,0,0,0,5
803,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,1,2022,15,24,2,1,1,0,0,3,3,0,0,5
812,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,0,2,3,1,0,0,0,0,0,0,0,4
812,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,9,9,2,1,1,0,24,0,0,0,0,5
815,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,2015,13,19,0,1,1,0,0,1,1,1,0,5
815,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,9,28,5,1,1,0,0,2,2,0,0,5
817,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,0,2015,0,0,0,1,1,0,0,0,0,0,0,6
819,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,0,7,3,4,1,0,0,0,0,0,0,0,6
819,13015,ESTATICA,MCT-PLS13 ,3,1,2018,1,0,0,8,7,5,1,1,20,0,0,0,0,0,5
819,13015,ESTATICA,MEC-PLS13 ,3,2,2018,2,0,2018,12,10,6,1,1,0,38,1,0,0,1,5
819,13015,ESTATICA,MEC-PLS13 ,3,1,2019,1,1,2018,13,0,0,1,1,0,0,3,3,0,0,4
820,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5
820,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,4,13,4,1,1,10,13,0,0,0,0,5
820,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,0,2018,10,9,7,1,1,30,0,0,0,0,0,6
820,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,2018,6,0,0,1,1,34,0,1,0,1,1,5
820,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,1,2019,17,18,3,1,1,0,0,2,1,2,0,7
821,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,1,2016,19,30,9,1,1,0,0,5,5,0,0,5
828,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,8,0,6,1,0,0,0,0,0,0,0,6
828,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,0,12,3,4,1,1,24,0,0,0,0,0,8
828,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,2018,10,16,7,1,1,34,0,1,0,1,1,7
828,13015,ESTATICA,CIV-PLS13 ,3,1,2019,1,1,2018,19,24,0,1,1,0,0,4,4,0,0,8
829,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,19,23,5,1,1,0,0,2,2,0,0,3
832,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,3,0,0,1,0,0,0,0,0,0,0,6
832,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,2,8,2,1,0,0,0,0,0,0,0,5
832,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,12,8,3,1,1,18,16,0,0,0,0,5
838,13015,ESTATICA,MEC-PLS13 ,3,1,2016,2,0,2016,13,19,4,1,1,0,0,1,0,1,0,6
838,13015,ESTATICA,MEC-PLS13 ,3,1,2017,2,0,2016,11,0,0,1,1,0,14,1,1,0,1,7
838,13015,ESTATICA,MEC-PLS13 ,3,1,2019,1,1,2019,19,16,4,1,1,0,0,2,2,0,0,7
839,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,1,2017,6,23,6,1,1,22,0,3,0,1,3,5
841,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,7,20,5,1,1,0,0,3,0,0,3,4
843,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,5,0,1,0,0,0,0,0,0,0,0,6
843,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,0,14,4,4,1,1,0,0,0,0,0,0,5
843,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,2018,20,11,7,1,1,16,0,1,0,1,1,5
843,13015,ESTATICA,CIV-PLS13 ,3,1,2019,1,1,2018,19,21,0,1,1,0,0,3,3,0,0,6
850,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,2018,11,17,7,1,1,0,0,1,1,1,0,5
850,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,0,2018,18,12,0,1,0,0,0,1,1,0,0,8
850,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,1,2019,20,28,8,1,1,0,0,4,4,0,0,4
851,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,0,2019,16,22,2,1,1,0,0,0,0,0,0,8
851,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,2019,9,0,0,1,1,0,0,1,1,1,0,6
851,13015,ESTATICA,MEC-PLS13 ,3,2,2021,2,0,0,0,0,2,1,0,0,0,0,0,0,0,5
851,13015,ESTATICA,MEC-PLS13 ,3,2,2022,2,0,0,9,8,4,1,1,0,10,0,0,0,0,5
854,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,15,17,3,1,1,0,0,2,2,0,0,6
855,13015,ESTATICA,IND-PLS13 ,3,2,2019,2,0,0,10,17,4,1,1,16,0,0,0,0,0,4
859,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,19,32,7,1,1,0,0,5,5,0,0,6
860,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,1,2016,12,19,2,1,1,0,0,2,0,2,0,5
863,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
863,13015,ESTATICA,MEC-PLS13 ,3,1,2021,1,0,2021,14,19,2,1,1,0,0,1,1,0,0,5
863,13015,ESTATICA,MEC-PLS13 ,3,2,2021,2,0,2021,0,0,2,1,1,8,0,1,0,1,1,5
863,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,1,2022,11,18,6,1,1,0,0,2,2,0,0,5
866,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,2016,13,24,3,1,1,0,0,0,0,0,0,5
866,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,1,2016,8,0,0,1,1,0,0,2,1,2,0,5
873,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,0,0,4,0,0,0,0,0,0,0,0,5
873,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,2,0,2,0,0,0,0,0,0,0,0,5
874,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,18,26,6,1,1,0,0,4,4,0,0,4
878,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,14,17,6,1,1,0,0,2,0,2,0,6
879,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,17,28,6,1,1,0,0,4,4,0,0,6
880,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,14,8,5,1,1,0,0,0,0,0,0,3
880,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,12,31,9,1,1,0,0,3,3,0,0,3
884,13015,ESTATICA,MEC-PLS13 ,3,2,2018,2,0,2018,6,10,4,1,1,31,31,1,0,0,1,6
884,13015,ESTATICA,MEC-PLS13 ,3,1,2019,1,1,2018,18,21,0,1,1,0,0,3,3,0,0,4
887,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,14,31,7,1,1,0,0,3,3,0,0,5
888,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,8,11,5,1,1,19,24,0,0,0,0,3
888,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,13,10,4,1,1,32,0,2,0,2,0,2
889,13015,ESTATICA,MEC-PLS13 ,3,1,2016,2,0,2016,8,10,6,1,1,0,0,1,0,0,1,4
889,13015,ESTATICA,MEC-PLS13 ,3,1,2017,2,1,2016,0,0,0,1,1,22,0,2,0,2,0,3
891,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,0,2016,14,17,4,1,1,0,0,1,0,0,1,5
891,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,1,2016,16,19,0,1,1,0,0,2,1,2,0,4
892,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,17,17,6,1,1,0,0,2,2,0,0,4
897,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,15,14,4,1,1,0,0,0,0,0,0,5
897,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,12,21,7,1,1,0,0,2,2,0,0,4
898,13015,ESTATICA,MEC-PLS13 ,3,1,2016,2,1,2016,16,24,7,1,1,0,0,3,3,0,0,6
899,13015,ESTATICA,MCT-PLS13 ,3,2,2021,2,0,0,0,0,2,1,0,0,0,0,0,0,0,6
899,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,0,0,11,4,2,0,0,0,0,0,0,0,0,3
901,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
901,13015,ESTATICA,MEC-PLS13 ,3,1,2017,2,0,0,4,3,6,1,0,0,0,0,0,0,0,5
901,13015,ESTATICA,MEC-PLS13 ,3,2,2018,2,0,2018,12,13,7,1,1,34,0,1,0,1,1,5
901,13015,ESTATICA,MEC-PLS13 ,3,1,2019,1,1,2018,19,24,0,1,1,0,0,2,2,0,0,5
903,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,0,7,4,1,0,0,0,0,0,0,0,5
903,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,0,0,3,13,3,0,0,0,0,0,0,0,0,7
903,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5
903,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,0,12,9,4,1,1,16,0,0,0,0,0,4
903,13015,ESTATICA,IND-PLS13 ,3,1,2021,1,1,2021,22,22,7,1,1,0,0,4,4,0,0,4
905,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,1,2016,12,22,7,1,1,0,0,2,1,2,0,3
907,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,0,2016,13,23,6,1,1,0,0,0,0,0,0,5
907,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,1,2016,14,13,0,1,1,16,0,3,0,3,0,6
908,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,13,19,4,1,1,0,0,2,1,2,0,5
911,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
911,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,0,12,16,5,1,1,12,0,0,0,0,0,3
912,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,5,5,3,0,0,0,0,0,0,0,0,6
912,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,10,14,4,1,1,16,2,0,0,0,0,6
912,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,2018,17,17,2,1,1,0,0,1,0,1,0,4
912,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,1,2018,10,16,0,1,1,0,0,2,2,0,0,4
918,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,19,18,9,1,1,0,0,2,2,0,0,6
919,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,19,23,5,1,1,0,0,3,3,0,0,5
920,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,19,32,8,1,1,0,0,5,5,0,0,6
922,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,4,0,2,1,0,0,0,0,0,0,0,6
922,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6
922,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,9,13,5,1,1,0,10,0,0,0,0,6
923,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,13,10,6,1,1,23,26,0,0,0,0,4
923,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,15,22,5,1,1,0,0,3,1,3,0,2
925,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5
927,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,11,23,6,1,1,0,0,2,2,0,0,5
934,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,2016,14,7,7,1,1,0,0,1,0,0,1,6
934,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2016,10,20,0,1,1,0,0,2,2,0,0,4
935,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5
937,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,1,2016,7,19,5,1,1,0,0,2,0,1,2,6
938,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,0,0,15,13,2,0,0,0,0,0,0,0,0,7
938,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,2019,18,15,2,1,1,0,0,1,1,0,0,5
938,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,1,2021,14,18,4,1,1,0,0,2,2,0,0,6
940,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,0,0,1,1,0,0,0,0,0,0,0,6
940,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3
940,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,0,0,2,1,0,0,0,0,0,0,0,4
943,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,10,13,3,1,1,15,15,0,0,0,0,3
943,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,11,18,7,1,1,0,0,2,2,0,0,4
945,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,16,7,6,1,1,17,20,0,0,0,0,3
945,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,15,18,7,1,1,0,0,3,3,0,0,3
946,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,15,22,5,1,1,0,0,2,1,1,2,6
949,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,17,25,7,1,1,0,0,2,2,0,0,6
951,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,11,14,4,1,1,0,0,2,0,0,2,6
952,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,6,21,4,1,1,0,0,0,0,0,0,6
952,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,2017,10,26,6,1,1,0,0,0,0,0,0,4
953,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,0,0,3,0,5,0,0,0,0,0,0,0,0,3
953,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,0,0,6,2,7,1,0,0,0,0,0,0,0,3
953,13015,ESTATICA,IND-PLS13 ,3,2,2018,2,0,0,9,6,2,1,1,8,20,0,0,0,0,5
953,13015,ESTATICA,IND-PLS13 ,3,1,2019,1,0,0,14,10,2,1,1,16,0,0,0,0,0,4
953,13015,ESTATICA,IND-PLS13 ,3,2,2019,2,0,0,9,10,3,1,1,15,0,0,0,0,0,6
953,13015,ESTATICA,IND-PLS13 ,3,1,2021,1,1,2021,17,26,5,1,1,0,0,4,4,0,0,3
958,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,0,0,13,15,3,1,1,0,0,0,0,0,0,5
958,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,0,2017,14,9,4,1,1,0,32,1,0,0,1,3
958,13015,ESTATICA,IND-PLS13 ,3,1,2018,1,0,2017,0,0,0,1,1,0,0,1,1,0,0,6
958,13015,ESTATICA,IND-PLS13 ,3,2,2018,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3
958,13015,ESTATICA,IND-PLS13 ,3,1,2019,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
958,13015,ESTATICA,IND-PLS13 ,3,2,2019,2,0,0,6,13,5,1,1,22,0,0,0,0,0,6
961,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,1,0,2,1,0,0,0,0,0,0,0,5
961,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,6,0,2,1,0,0,0,0,0,0,0,5
961,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,10,0,5,1,0,0,0,0,0,0,0,3
965,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,18,10,8,1,1,0,0,2,2,0,0,3
967,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,13,22,6,1,1,0,0,2,1,1,2,4
968,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,6,20,2,1,1,0,0,2,0,2,0,8
971,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,13,11,2,1,1,0,0,0,0,0,0,3
971,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,2017,13,21,6,1,1,0,0,1,1,0,1,3
971,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2017,12,16,0,1,1,0,0,3,0,3,0,6
972,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
972,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,0,12,3,1,0,0,0,0,0,0,0,4
972,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,2018,7,9,3,1,1,32,0,1,0,1,0,3
972,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,1,2018,8,15,0,1,1,0,0,2,2,0,0,5
974,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,15,16,4,1,1,0,0,2,2,0,0,3
977,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,6,9,3,1,1,8,12,0,0,0,0,5
977,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,0,9,13,3,1,1,10,0,0,0,0,0,6
977,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,0,10,10,2,1,1,0,18,0,0,0,0,7
