Idalumno,CodAsig,Asignatura,Carrera,Semestre,Convocatoria,Anho,Ciclo,Aprobado,AnhoFirma,1P,2P,Taller,Asistencia,Requisito,1R,2R,NF,1F,2F,3F,Materias cursadas
2291,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,0,14,0,3,1,1,18,28,0,0,0,0,8
2291,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,1,2021,11,8,4,1,1,38,0,2,0,2,0,7
2292,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,8,16,3,1,1,0,0,0,0,0,0,5
2292,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,12,14,5,1,1,0,2,0,0,0,0,3
2292,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,0,2018,11,8,6,1,1,31,0,1,0,1,0,4
2292,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,2018,7,0,0,1,1,0,0,1,0,0,1,5
2292,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,0,0,0,0,2,0,0,0,0,0,0,0,0,5
2292,13015,ESTATICA,IND-PLS13 ,3,2,2019,2,0,0,12,18,4,1,1,18,0,0,0,0,0,5
2292,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,0,0,13,0,2,1,1,0,0,0,0,0,0,4
2292,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,2,0,2,1,0,0,0,0,0,0,0,5
2295,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,2021,6,16,3,1,1,32,0,1,0,1,0,5
2295,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,1,2021,14,8,3,1,1,0,0,3,3,0,0,4
2296,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,10,5,2,1,1,0,0,0,0,0,0,8
2297,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,7,15,3,1,1,29,26,0,0,0,0,6
2297,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,15,26,5,1,1,0,0,4,4,0,0,4
2298,13015,ESTATICA,MCT-PLS13 ,3,1,2021,1,0,0,1,0,5,1,1,0,0,0,0,0,0,6
2298,13015,ESTATICA,MCT-PLS13 ,3,2,2021,2,0,0,6,0,0,1,0,0,0,0,0,0,0,6
2298,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,1,2022,15,0,4,1,1,38,28,2,0,0,2,8
2299,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,0,0,5,16,2,1,1,4,10,0,0,0,0,5
2299,13015,ESTATICA,IND-PLS13 ,3,1,2018,1,1,2018,17,23,3,1,1,0,0,2,1,2,0,5
2301,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,3,12,4,1,1,2,16,0,0,0,0,5
2302,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,9,14,5,1,1,0,0,0,0,0,0,6
2302,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,13,12,5,1,1,10,12,0,0,0,0,4
2302,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,19,27,5,1,1,0,0,4,4,0,0,3
2303,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,0,9,3,2,1,0,0,0,0,0,0,0,5
2303,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,15,28,6,1,1,0,0,2,2,0,0,4
2304,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,0,10,0,2,1,0,0,0,0,0,0,0,4
2304,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,0,0,1,1,0,0,0,0,0,0,0,5
2305,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,1,2021,13,7,6,1,1,44,0,3,0,3,0,5
2307,13015,ESTATICA,MCT-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7
2307,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,0,0,13,9,2,1,1,16,24,0,0,0,0,6
2307,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,1,2022,20,25,8,1,1,0,0,4,4,0,0,4
2309,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,12,5,2,1,1,12,20,0,0,0,0,5
2309,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,1,2022,8,15,4,1,1,32,0,3,0,3,0,5
2312,13015,ESTATICA,MEC-PLS13 ,3,1,2022,1,0,0,9,0,2,1,0,0,0,0,0,0,0,6
2312,13015,ESTATICA,MEC-PLS13 ,3,2,2022,2,1,2022,15,17,7,1,1,0,0,2,2,0,0,5
2317,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
2319,13015,ESTATICA,MCT-PLS13 ,3,2,2018,2,1,2018,14,12,9,1,1,48,0,5,0,5,0,5
2320,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,9,2,3,1,0,0,0,0,0,0,0,6
2320,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,3,15,5,1,1,4,30,2,0,0,2,6
2321,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,1,2021,10,5,4,1,1,48,0,4,0,4,0,5
2324,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,13,0,5,0,0,0,0,0,0,0,0,7
2324,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,9,21,8,1,1,20,20,2,0,0,2,4
2327,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,7,16,5,1,1,8,30,2,0,0,2,6
2328,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,9,6,2,1,1,24,24,0,0,0,0,6
2328,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,9,6,3,1,1,32,0,3,0,3,0,6
2329,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,0,0,0,2,0,0,0,0,0,0,0,0,5
2329,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,2018,12,11,8,1,1,27,34,0,0,0,0,4
2329,13015,ESTATICA,CIV-PLS13 ,3,1,2019,1,1,2018,20,22,0,1,1,0,0,3,3,0,0,5
2331,13015,ESTATICA,MCT-PLS13 ,3,2,2019,2,0,2019,10,22,6,1,1,0,0,1,1,0,0,5
2331,13015,ESTATICA,MCT-PLS13 ,3,1,2021,1,1,2021,16,21,5,1,1,0,0,4,4,0,0,6
2335,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,2021,9,13,4,1,1,30,31,1,0,0,1,8
2335,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2021,9,18,4,1,1,0,0,2,2,0,0,8
2336,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,17,7,8,1,1,20,10,0,0,0,0,5
2337,13015,ESTATICA,MCT-PLS13 ,3,2,2021,2,0,0,5,0,2,1,0,0,0,0,0,0,0,5
2337,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,1,2022,13,2,2,1,1,42,0,3,0,3,0,5
2338,13015,ESTATICA,MCT-PLS13 ,3,2,2019,2,0,0,0,0,2,1,0,0,0,0,0,0,0,7
2338,13015,ESTATICA,MCT-PLS13 ,3,1,2021,1,1,2021,16,31,4,1,1,0,0,4,4,0,0,4
2339,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,1,2022,19,26,10,1,1,0,0,5,5,0,0,4
2340,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,0,7,8,2,1,1,15,24,0,0,0,0,5
2340,13015,ESTATICA,MCT-PLS13 ,3,1,2018,1,0,2018,9,21,5,1,1,0,0,1,1,1,0,5
2340,13015,ESTATICA,MCT-PLS13 ,3,2,2018,2,0,2018,10,0,0,1,1,36,0,1,0,1,0,5
2340,13015,ESTATICA,MCT-PLS13 ,3,1,2019,1,1,2019,19,28,2,1,1,0,0,3,0,3,0,7
2341,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,1,2018,13,26,8,1,1,39,0,4,0,4,0,6
2342,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,13,18,4,1,1,0,0,2,1,2,0,6
2345,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,0,0,8,7,3,1,1,6,0,0,0,0,0,5
2345,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,1,2018,8,8,2,1,1,48,0,2,0,2,0,6
2346,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,0,1,2,1,0,0,0,0,0,0,0,7
2346,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,7,1,4,1,0,0,0,0,0,0,0,6
2346,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4
2347,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,14,11,7,1,1,28,0,3,0,3,0,6
2348,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,9,6,3,1,1,4,2,0,0,0,0,6
2348,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,13,3,5,1,1,6,0,0,0,0,0,5
2348,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,2022,18,11,7,1,1,0,0,1,0,1,1,5
2350,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,1,2021,19,20,5,1,1,0,0,4,4,0,0,5
2352,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,0,0,3,1,0,0,0,0,0,0,0,4
2352,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
2352,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,1,2022,15,29,10,1,1,0,0,5,5,0,0,4
2353,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,1,2016,16,24,8,1,1,0,0,2,2,0,0,5
2354,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,18,31,5,1,1,0,0,3,3,0,0,6
2355,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,4,0,3,1,0,0,0,0,0,0,0,6
2355,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4
2358,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,2022,10,10,5,1,1,34,0,1,0,1,1,6
2358,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,2022,8,7,5,1,1,32,7,1,0,0,1,5
2359,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7
2364,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5
2364,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,1,2022,15,21,8,1,1,0,0,2,0,2,0,4
2365,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,1,0,2,1,0,0,0,0,0,0,0,4
2367,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,2017,10,16,6,1,1,16,29,0,0,0,0,5
2367,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,1,2017,8,21,0,1,1,0,0,2,2,0,0,7
2370,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,13,8,2,1,1,0,0,0,0,0,0,6
2370,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,18,22,5,1,1,0,0,4,4,0,0,5
2371,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,15,16,6,1,1,0,0,3,1,3,0,6
2372,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,0,0,8,7,3,1,1,10,0,0,0,0,0,6
2372,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,0,2022,11,9,8,1,1,28,0,1,0,1,0,4
2373,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,8
2373,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,6,0,4,1,0,0,0,0,0,0,0,7
2373,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2376,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,4,0,2,1,0,0,0,0,0,0,0,5
2376,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,7,0,1,1,0,0,0,0,0,0,0,5
2376,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,14,6,4,1,1,0,0,0,0,0,0,4
2377,13015,ESTATICA,IND-PLS13 ,3,2,2022,2,0,0,4,9,4,1,0,0,0,0,0,0,0,5
2378,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,18,30,7,1,1,0,0,5,5,0,0,6
2379,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,16,10,4,1,1,0,0,0,0,0,0,6
2380,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,2021,14,20,6,1,1,0,0,0,0,0,0,8
2380,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,2021,0,0,6,1,1,0,0,1,0,1,0,6
2380,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,1,6,4,1,0,0,0,0,0,0,0,7
2381,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,10,0,4,1,0,0,0,0,0,0,0,5
2381,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,15,6,4,1,1,0,0,0,0,0,0,4
2381,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,1,2022,19,23,8,1,1,0,0,4,4,0,0,4
2384,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,0,2021,18,21,4,1,1,36,0,1,0,1,0,5
2384,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,1,2021,14,12,4,1,1,0,0,4,4,0,0,5
2385,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,2016,8,27,7,1,1,0,0,1,0,1,0,5
2385,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,2016,8,0,0,1,1,0,0,0,0,0,0,4
2385,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,0,0,8,9,3,1,1,28,0,0,0,0,0,2
2385,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,2018,13,16,6,1,1,0,0,1,0,1,0,4
2385,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,0,2018,0,0,0,1,1,0,0,0,0,0,0,1
2385,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,1,2019,18,19,6,1,1,0,0,2,1,2,0,4
2386,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,1,2016,5,21,5,1,1,0,0,2,0,0,2,5
2387,13015,ESTATICA,IND-PLS13 ,3,2,2019,2,0,2019,14,21,8,1,1,0,0,1,1,0,0,6
2387,13015,ESTATICA,IND-PLS13 ,3,1,2021,1,1,2021,14,29,4,1,1,0,0,4,4,0,0,6
2388,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,10,13,4,1,1,0,0,0,0,0,0,6
2388,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,15,16,5,1,1,0,0,2,2,0,0,6
2389,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,2022,14,19,7,1,1,0,0,1,1,1,1,5
2390,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,17,14,8,1,1,26,42,3,0,0,3,6
2391,13015,ESTATICA,MCT-PLS13 ,3,2,2021,2,1,2021,14,10,6,1,1,48,0,4,0,4,0,4
2393,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,1,2022,14,3,4,1,1,24,34,2,0,0,2,6
2394,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,0,0,9,11,2,1,1,0,0,0,0,0,0,4
2395,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,3,0,2,0,0,0,0,0,0,0,0,4
2396,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,0,0,6,13,2,1,1,10,16,0,0,0,0,4
2396,13015,ESTATICA,IND-PLS13 ,3,1,2018,1,1,2018,14,15,7,1,1,0,0,2,2,0,0,4
2397,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,12,19,6,1,1,0,0,2,2,0,0,3
2398,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,14,31,8,1,1,0,0,5,5,0,0,5
2399,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,1,2022,15,9,4,1,1,28,36,2,0,0,2,4
2400,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,3,0,3,1,0,0,0,0,0,0,0,5
2400,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,9,3,3,1,0,0,0,0,0,0,0,4
2402,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,0,10,14,6,1,1,16,0,0,0,0,0,5
2405,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,6,9,2,1,1,0,24,0,0,0,0,6
2405,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,4,0,2,1,0,0,0,0,0,0,0,8
2405,13015,ESTATICA,IND-PLS13 ,3,2,2022,2,0,0,14,9,2,1,1,17,20,0,0,0,0,4
2406,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,1,2021,12,34,6,1,1,0,0,5,5,0,0,5
2408,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,0,0,17,0,3,1,1,0,0,0,0,0,0,5
2408,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,8,0,2,1,0,0,0,0,0,0,0,5
2408,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,20,8,7,1,1,0,0,4,4,0,0,5
2409,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,2021,15,13,7,1,1,0,0,0,0,0,0,6
2409,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,1,2022,17,28,2,1,1,0,0,4,4,0,0,5
2410,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,4,8,2,1,0,0,0,0,0,0,0,7
2410,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,2,5,3,1,0,0,0,0,0,0,0,5
2410,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,11,16,6,1,1,0,6,0,0,0,0,4
2412,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,6,0,2,1,0,0,0,0,0,0,0,7
2412,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,0,0,2,1,0,0,0,0,0,0,0,7
2412,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,5,8,3,1,0,0,0,0,0,0,0,6
2413,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,2021,11,21,6,1,1,0,0,0,0,0,0,5
2413,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2021,0,0,6,1,1,0,0,2,1,1,2,5
2414,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,1,2017,11,21,5,1,1,0,0,2,1,2,0,4
2417,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,0,16,14,4,1,1,0,0,0,0,0,0,5
2418,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,3,12,4,1,1,22,14,0,0,0,0,5
2418,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,0,0,11,12,2,1,1,24,0,0,0,0,0,5
2418,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,2018,16,12,8,1,1,0,0,1,0,1,0,4
2418,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,1,2018,18,18,0,1,1,0,0,4,1,4,0,7
2421,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,2017,9,10,5,1,1,25,32,1,0,0,1,6
2421,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2017,10,0,0,1,1,0,0,2,2,0,0,8
2423,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,1,2016,17,23,8,1,1,0,0,3,0,3,0,4
2425,13015,ESTATICA,IND-PLS13 ,3,2,2021,2,0,0,8,0,2,1,0,0,0,0,0,0,0,6
2425,13015,ESTATICA,IND-PLS13 ,3,1,2022,1,1,2022,8,7,4,1,1,36,0,3,0,3,0,6
2427,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,5,4,2,1,0,0,0,0,0,0,0,3
2428,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,11,26,5,1,1,0,0,2,0,2,0,5
2429,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,0,0,15,11,5,1,1,0,0,0,0,0,0,3
2429,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,12,5,2,1,1,0,0,0,0,0,0,4
2429,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,2022,13,15,5,1,1,30,0,1,0,1,1,4
2429,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,1,2022,22,17,5,1,1,0,0,4,4,0,0,5
2430,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,2021,8,7,2,1,1,30,38,1,0,0,1,7
2430,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2021,6,0,2,1,1,0,0,3,3,0,0,7
2431,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2020,19,28,3,1,1,0,0,4,4,0,0,5
2432,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,2017,15,10,5,1,1,21,30,1,0,0,1,5
2432,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,1,2017,13,21,0,1,1,0,0,4,4,0,0,6
2433,13015,ESTATICA,MEC-PLS13 ,3,2,2021,2,0,0,0,0,4,1,0,0,0,0,0,0,0,4
2433,13015,ESTATICA,MEC-PLS13 ,3,1,2022,1,0,0,7,0,2,1,0,0,0,0,0,0,0,5
2433,13015,ESTATICA,MEC-PLS13 ,3,2,2022,2,0,0,15,8,7,1,1,0,24,0,0,0,0,4
2437,13015,ESTATICA,IND-PLS13 ,3,2,2019,2,0,0,4,4,5,1,0,0,0,0,0,0,0,5
2437,13015,ESTATICA,IND-PLS13 ,3,1,2021,1,1,2021,17,26,3,1,1,0,0,2,2,0,0,5
2440,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,2018,11,11,6,1,1,17,29,1,0,0,1,6
2440,13015,ESTATICA,CIV-PLS13 ,3,1,2019,1,1,2018,17,24,0,1,1,0,0,3,3,0,0,5
2441,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,1,2017,8,21,9,1,1,27,34,2,0,0,2,5
2443,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,0,0,0,2,1,1,0,0,0,0,0,0,4
2443,13015,ESTATICA,IND-PLS13 ,3,1,2022,1,0,0,8,0,0,1,0,0,0,0,0,0,0,5
2443,13015,ESTATICA,IND-PLS13 ,3,2,2022,2,0,0,6,0,4,1,0,0,0,0,0,0,0,3
2446,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,4,6,3,1,0,0,0,0,0,0,0,5
2446,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,2018,11,19,5,1,1,0,21,0,0,0,0,4
2446,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,1,2018,18,16,0,1,1,0,0,2,2,0,0,5
2448,13015,ESTATICA,IND-PLS13 ,3,2,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2449,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,9,8,3,1,1,16,26,0,0,0,0,6
2449,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,20,18,4,1,1,0,0,4,4,0,0,7
2450,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,2022,14,7,7,1,1,38,0,1,0,1,1,3
2452,13015,ESTATICA,MCT-PLS13 ,3,2,2019,2,0,0,10,8,6,1,1,20,0,0,0,0,0,4
2453,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,2018,16,15,6,1,1,0,0,1,1,1,1,5
2453,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,1,2019,18,28,4,1,1,0,0,3,3,0,0,3
2457,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,11,0,3,1,0,0,0,0,0,0,0,7
2457,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,7,11,3,1,1,0,0,0,0,0,0,4
2459,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,1,2022,12,26,6,1,1,0,0,4,4,0,0,6
2463,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,1,2019,13,22,9,1,1,0,0,3,1,3,0,6
2464,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,5,17,6,1,1,0,0,0,0,0,0,4
2464,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2465,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,1,2021,12,8,3,1,1,32,44,4,0,0,4,7
2467,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,16,30,5,1,1,0,0,5,5,0,0,8
2469,13015,ESTATICA,MCT-PLS13 ,3,1,2021,1,0,0,3,0,2,1,1,0,0,0,0,0,0,6
2469,13015,ESTATICA,MCT-PLS13 ,3,2,2021,2,0,0,4,0,5,1,0,0,0,0,0,0,0,4
2469,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,1,2022,9,6,2,1,1,24,50,3,0,0,3,3
2471,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2472,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,2015,13,17,3,1,1,0,0,1,0,1,1,4
2472,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,1,2017,12,17,6,1,1,29,0,2,0,2,0,4
2473,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,1,2019,15,18,7,1,1,0,0,3,1,3,0,6
2474,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,0,12,12,3,1,1,24,0,0,0,0,0,6
2474,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,1,2021,9,12,2,1,1,34,0,2,0,2,0,5
2475,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,0,6,5,2,1,0,0,0,0,0,0,0,6
2475,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7
2475,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,10,0,2,1,0,0,0,0,0,0,0,7
2475,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,16,4,5,1,1,0,8,0,0,0,0,8
2476,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,21,31,7,1,1,0,0,5,5,0,0,7
2478,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5
2479,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,0,6,16,3,1,1,0,18,0,0,0,0,6
2479,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,15,0,2,1,1,0,0,0,0,0,0,4
2479,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,11,0,2,1,0,0,0,0,0,0,0,4
2479,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,1,2022,17,29,8,1,1,0,0,4,4,0,0,5
2480,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,0,0,9,0,1,1,0,0,0,0,0,0,0,4
2480,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,0,0,15,10,7,1,1,12,16,0,0,0,0,7
